month,channel,comment
Mar,Bloomberg,""" The economy is doing great"" says the state of the union speaker"
Mar,Bloomberg,"Every time Biden or some media outlet INSISTS the economy is doing great, I just can’t help but feel like we’re being gaslighted. Great for who, exactly? Young people like myself with decent jobs don’t have a prayer of ever owning a home, and trips to the grocery store have become painfully expensive. I actually made less money in 2019, but it *felt* like I was making more than I do now."
Mar,Bloomberg,Inflation reduction act is a terrible name. It does exactly opposite to reducing inflation by pumping billions into the economy
Mar,Bloomberg,When I go to the supermarket I scream
Mar,Bloomberg,Only the rich are doing well in this ''new'' economy.
Mar,Bloomberg,"I'm a Canadian. Lots to say, here's a few thoughts. There's nothing inherently wrong with immigration per se; we do have a lot of space and under-developed areas. When the video says ""decades of under-investment in housing"", sure, but why then such high levels of immigration in such a short time? The Liberals totally botched this. They could've first made those crucial investments, and THEN increased the rate of immigration once the housing situation was more accommodating. Same with healthcare. They really should've increased immigration more slowly and more commensurate with an increase in services. It feels more like our government is more interested in propping-up our housing market and importing cheap labour than it is in caring for its citizens. Yet our productivity is still lower than it could or should be... Just a few thoughts... Oh, and Justin Trudeau should resign, like 5 years ago..."
Mar,Bloomberg,"Politicians did not think about the support system for newcomers: housing, healthcare, education, and transportation. Also after COVID-19, there was a surge in temporary residents ( international students and temporary workers) The other mistake is that Canada is bringing foreign workers and international students but not international investments for innovation, entrepreneurs, and financial capital."
Mar,Bloomberg,The student visa scheme has been a disaster because it discourages investment in the local populations
Mar,Bloomberg,The federal policies have gone a long way towards destroying this once great country
Mar,Wall Street Journal,"People blame many of Boeing’s current woes on the “McDonnell-Douglas culture,” but how many have stopped to ask how that toxic, short-sighted culture and management philosophy came to be in the first place? A nontrivial piece of the answer is that McDonnell Douglas had lots of Jack Welch-era GE alumni throughout its managerial ranks. Welch’s tenure at GE was marked by counterproductive cost-cutting, and a laser focus on upcoming quarterly earnings above all else. He is also known as the pioneer of “rank and yank” (I.e. fire the bottom ten percent of employees). I wouldn’t be surprised if more than a few of these people made their way to MD. In 1996, GE was the most valuable company in the world. The MD merger took place in 1997, so that culture was very much en vogue at the time. Not a stretch to guess that this played a role in how MD management came to “take over” at Boeing. Also consider: Current CEO Dave Calhoun and the first new post-merger CEO, Harry Stonecipher, were also Welch-era GE alums and disciples. Is there more to it than that? Yes; however, Boeing’s current state of affairs begins to make a lot more sense with that extra layer of context."
Mar,Wall Street Journal,"Boeing needs an Engineer as CEO, not a private equity expert - like the current CEO is. Since the current CEO is stepping down together with some of the senior management, it is paramount that he is replaced with an engineer - who give priority to the quality of the aircraft, and not to increase profits for investors irrespective of all other things..."
Mar,Wall Street Journal,Many investors had high hopes going into 2024. The market’s robust first-quarter rally still managed to surprise them. Read more about how the S&P 500 is poised for its best start to a year since 2019: https://on.wsj.com/4abYnau
Mar,Wall Street Journal,on paper the economy is doing excellent.. but talk to the average American & its a different story.
Mar,Wall Street Journal,"It's quite simple. The measuring tool for a ""strong economy"" is detached from the reality of people. The strength of companies isn't translating to more money for consumers. Companies are hoarding cash instead of raising wages."
Mar,Wall Street Journal,That’s what inflation does. Economy isn’t strong when there’s no price stability
Mar,Wall Street Journal,"The economy (stock market and businesses) are doing well now. But home prices, rents and car prices have shot up well past inflation. And it turns out rent, home and car prices are what the average person cares about most."
Mar,Wall Street Journal,"Its morbidly funny to watch these little graphs tell me the economy is great while everyone I know is drowning under food price increases, rent or the inability to buy a house."
Mar,Wall Street Journal,"The voters don't agree because the economy is not strong. The economists can't seem to understand that their models are not correct; there are too many things missing in them, and the weight given to what is present is unbalanced. The voters do not experience the economy the way the experts measure. Decades ago, Harry Truman famously said ""line up a group of economists and they'll still point in every direction"". Some things have not changed, or at least they haven't straightened themselves out."
Mar,Wall Street Journal,"because the economy is not strong, and consumers aren't fooled by faulty statistics"
Mar,Wall Street Journal,"-Do I have the wrong indicators for microeconomy? -no, it's the voters who are wrong"
Mar,Wall Street Journal,"I'll tell you a secret... people are tired of income inequality. They know that they are not getting properly compensated for the work they do. So the real question is: who benefits from a ""strong economy""? Not the average person."
Mar,Wall Street Journal,Big difference between the stock market and the grocery market
Mar,Wall Street Journal,"Although constantly harping on the ""strong economy"" talking points, it didn't stop my liberal Trump-hating friend from feeling she had to move from CA to Texas to survive economically."
Mar,Wall Street Journal,Because GDP is not a good indicator or the median income growth for the middle class. The growth in the economy disproportionately goes to the wealthy.
Mar,Wall Street Journal,"Our economy is like a flailing fish, fighting for its life. The normal state of the U.S. economy is actually very bad. Because of this it goes into convulsive spasms fighting to grow any way it can out of desperation. Tricks, gimmicks, rule changes try to stimulate the economy and prevent it from falling but they only bring temporary relief to people since, when you factor in inflation we are declining."
Mar,Wall Street Journal,"Missed the key point: The income gap has widened significantly during the Biden Administration. Most people are worse off regardless of what GDP says as the driver for the last 4 years has been monetary policy rather than fiscal policy. This results in a disproportionate amount of wealth being generated by asset price appreciation rather than the real economy (other than the tech sector). Whilst those that own a multi-million stock and/or real estate portfolios have gotten tremendously richer, the middle and working classes have gotten increasingly squeezed...there are a lot more of the latter."
Mar,Wall Street Journal,“The economy is doing great” only has and will mean “the rich are getting richer”
Mar,Wall Street Journal,"If Wall Street is strong they say economy is doing good, but those companies can layoff thousands of workers and see their stock prices go up while those people just had their lives turned upside down but we still care more about how well WS is doing all the time."
Mar,Wall Street Journal,"I hear and read so much chatter about how this economy is, ""Smokingly hot, never been one like it before, we're the envy of the world,"" etc. This chatter is just the 1% talking amongst themselves."
Mar,Wall Street Journal,"It’s interesting. I’m in Canada. The grocery stores are under investigation for processing gouging due to public pressure. In the last few weeks, the prices on groceries has gone down DRAMATICALLY. One example- ground beef has gone from $15/kg to $9/kg."
Mar,Wall Street Journal,"The reason is because how well the Economy is doing doesn’t matter to people. People care more about what they end up paying at the register . Not to mention the negative affects of the pandemic on the economy already done it’s damage , so while the economy is doing much better , things still won’t go back to being how much they costed pre pandemic."
Mar,Wall Street Journal,"Rent/mortgage rates, groceries, gas, and wages are the real economy. And all of those are a disaster right now."
Mar,Wall Street Journal,Inflation is part of the economy. People are struggling. The pay doesnt match the inflated cost of everything that has to be purchased.
Apr,CNBC,Fed should just update us every quarter if nothing major is happening. No point in talking if you’re saying the same thing with different words 🙄
Apr,CNBC,"I feel investors should be focusing on under-the-radar stocks, and considering the current rollercoaster nature of the stock market, Because 35% of my $270k portfolio comprises of plummeting stocks which were once revered and i don't know where to go here out of devastation."
Apr,CNBC,Central Banks should be transparent. I don't see this as an issue. And fed speak is a form of transmission of monetary policy.
Apr,CNBC,"Interesting how over 2% inflation has been a concern when central banks and the Fed begin to hike interest rates. I consider the rising interest rate to be a very serious issue since it will undoubtedly cause more investors to withdraw their money from the stock market. But then I'm still aware of certain investors that continue to earn over $365,000. Wish I could accomplish that."
Apr,CNBC,"The market and the Fed consistently underestimate the sticky nature of inflation. The markets are still unsure if the Federal Reserve will continue to its plan to raise interest rates until inflation is under control, despite the fact that bond yields are rising while stock prices are falling. What is the greatest strategy to take advantage of the current bear market while I'm still deciding whether to sell my $400k worth of stocks?"
Apr,CNBC,"It's interesting that when central banks like the Fed start raising interest rates, inflation of more than 2% has been a concern. Since more investors would surely take their money out of the stock market as a result of the rising interest rate, I view this as a very significant problem. However, there are still some investors that I know of that make more than $280K. I wish I could pull that off."
Apr,CNBC,"Awesome video, Gracias,! I think the market is over-heated. And I am concerned that people are focusing less on fundamentals and just chanting the mantra of dollar cost averaging and driving the market higher without considering fundamentals. It is a catch-22 for me. I mean I like crypto prices going higher but I also hate buying over-priced market and ETFs. Personally, I have stopped buying growth ETFs- they are ridiculously over-valued. Dividend crypto and ETFs are a little better but they are still over-valued. There is some hope with small and mid caps. I am not sure they are undervalued but at least they are less over-valued..This pattern offers a valuable insight for strategic planning. Despite these trends, i have delve deeply into active trading and managed to grow a nest egg of around 100k to a decent 432k in the space of a few months... I'm especially grateful to Gianna Marie , whose deep expertise and traditional trading acumen have been invaluable in this challenging, ever-evolving financial landscape."
Apr,CNBC,"The problem is not the quantity, but the credibility of Fed’s statements. Markets were jittery because Fed always made wrong predictions. By the end of 2023 they had said it could slash rates; then reversed back from that stance this year. In 2021 they kept saying inflation was transitory but it eventually shot up to 9%. Banks like SVB defaulted because they were wrong-footed on Fed’s interest rate guidance. People manage their finances (mortgages, business loans) based on interest-rate expectations, but even the Fed’s hundreds of PhDs are seemingly clueless about it"
Apr,CNBC,When the Fed chair's mouth opens the markets move
Apr,CNBC,They federal reserve: They are not doing their job until you lose your job.
Apr,CNBC,"“Just because a number comes out that doesn’t jive with your forecast, doesn’t mean you should change your forecast or change your outlook” Is this a statement for the Fed or investors because it seems that both sides don’t have a real framework or outlook."
Apr,CNBC,I don’t mind it. Only people trippin out about market volatility are day traders.
Apr,CNBC,I swear I feel like people are like babies sometimes. The fed has said time and time again that things will change depending on how the market is. Idk how hard it is for people to understand that this means the fed doesn’t know.
Apr,CNBC,"The Fed should be investigated for market manipulation at this point, given how much they affect the market and how often they keep speaking."
Apr,CNBC,Too many fed officials speaking can be too much.
Apr,CNBC,"YES it does and CNBC LOVES IT, In fact they talk about it more than the Fed."
Apr,CNBC,"Maybe media/news companies shouldn't push out so much content whenever the Fed does speak. Just provide a link to the official post from fhe Fed and let interested parties inform themselves. Most people can't clearly define what inflation is, so I doubt they'll understand most of what Fed officials are speaking about."
Apr,CNBC,Years ago the Fed did not remark every other day! No need for it. Ridiculous!!!
Apr,CNBC,"Market volatility is a good thing, not a problem."
Apr,CNBC,The world is highly uncertain and change occurs frequently now. The Federal Reserve is trying to guide the economy forward and that is difficult.
Apr,CNBC,"The worst part is not only the American Economics that rattles when the federal bank says something but also the central banks of other nations who anticipate their every move to protect their respective economies. So much power has been given to the US Federal Reserve but I can't blame them, they need to be frugal about making statements."
Apr,CNBC,"The ETF and stock markets are still quite volatile, just like the property market. My $670K portfolio is down by 15% even as the stock market is on the rise lately. what’s the best way to correct my portfolio?"
Apr,CNBC,"Yes, I love when a non voting member decides they want to say something contrarian in the middle of the trading day that sends the market down 1%+ for absolutely no other reason"
Apr,CNBC,"Years ago a reaches the conclusion that was an strategy to not openly disclose market moves! Uncertainty has been the WORD out of the Jerome Power mouth! I’m surprised that CNBC is speaking out about this, probably is also part of the strategy!"
Apr,CNBC,"They also come out and speak to keep things transparent to the common public and not just for the stock people. If the stock market is over speculating on everything, then it's not their fault really."
Apr,CNBC,"Too much temptation for fed members and their cohorts (family, friends,etc) to trade the markets prior to said announcements and make tons of money…etf’s, etc."
Apr,CNBC,You know it's gotten outta hand when even retired Fed members speaking moves the market.
Apr,CNBC,That is the point. If the market rallies... if the market corrects... this is by choice.
Apr,CNBC,Yes there are too many members of the Federal Reserve speaking out. It was better when Alan Greenspan was Chairman and all public comments went through him.
Apr,CNBC,"Yes and no. It talks too much for people who don't know what they're talking about which confuses a lot of traders and investors. For those who know what they're talking about and the implications, we enjoy the transparency. It's great for day trading."
Apr,CNBC,I think what they are doing is fine - market is just being market and being way overreactive to what they say. But they should communicate in a scenario based manner. Currently they focus on base case too much
Apr,CNBC,What if there was just a fixed supply of infinitely divisible money and we just let the free market determine interest rates?
Apr,CNBC,"The fed talk what they need to speak. The market is the problem, traders use fed chair's words to move the market."
Apr,CNBC,I think the real issue is we think the market is the only thing to measure our country by. The old fashioned prudent ways of running a business long term are all gone and only care about the stock price. If we focused on how to run our businesses we wouldn’t are so much about the fed.
Apr,CNBC,25 bps interest reduction will be absorbed by growing US economy. But either hiking or keeping high will harm middleclass. They pay everywhere more but no opportunity to make small money in ewuity too!
Apr,CNBC,Average cost for a four year tuition at Boston. 84k before aid. 38k after aid. They're already getting a 45k bailout by federal and private donations.
Apr,CNBC,"you know it’s mostly old people who want socialism, not young people. Seem confusing? Well most people don’t consider their personal experiences as socialism, but objectively it seems that way. For example, we tax payers give billions of dollars a year to meat and milk farmers, and to big oil, for their subsidies. I am vegan and live in Boston, a major city, I don’t drive much and had I not just bought an investment property for renting out, I would buy a used EV as my next car, like a Tesla Model 3. Yet, I make six figures and pay a substantial amount of my taxes to appease other people who feel entitled to my money, so they can have cheap meat and cheap gas."
Apr,CNBC,"Free college is an investment by the government in the knowledge of the general public. People who have the oppertunity to go to college in most cases will have better paying jobs in the years after, typicallu resulting in higher taxes paid over many years. Therefore in general terms this is a good investment, even though there will always be individuals who can abuse the system. Those last don't however really matter on the large scale."
Apr,CNBC,"Its worse here, our economy is like a flailing fish, fighting for its life. The normal state of the U.S. economy is actually very bad. Because of this it goes into convulsive spasms fighting to grow any way it can out of desperation. Tricks, gimmicks, rule changes try to stimulate the economy and prevent it from falling but they only bring temporary relief to people since, when you factor in inflation we are declining."
Apr,CNBC,"With the Fed cutting interest rates by 50 bps, what do you think will happen to the stock market? My portfolio has performed exceptionally well this year, but I am concerned about the possibility of a market crash and losing my gains though but, it's all on a brighter and splurging side for Gold and Silver, should I look that way?"
Apr,CNBC,"Crypto is risky as many would say but I think the actual risk in Crypto is not investing, buying the capitulation isn't a tough call, but it is a very tough call to figure out what to do aside holding. I remember when I just got into crypto back in 2019 but later in 2020 I ended up selling it because I was dumb and I didn't understand it. I studied and learned and now I know how it works. Got back into crypto early in 2023 with 10k and I’m up with 128k in a short period of time"
Apr,CNBC,"France, the UK, Germany, Japan, Korea, and the USA are also experiencing population decline, but their economies are doing so well that they remain part of the world's strongest economies. The main part is because they are supported by products that produce high added value. I believe that China's economy will also be helped by various products that have high added value. This includes airplanes, semiconductors, robotics, electric cars, superfast trains, medicines, etc. Furthermore, even though China's population is declining, it does not mean that the total number of young people in China for the next 20 years will not be able to provide sufficient workers needed by various industries there. And also, they will keep spending/consuming. In any country, around 50% of GDP comes from consumption."
Apr,CNBC,"*People don't understand that the prices of things are never going back down. This inflation is deeper than we think. Those buying groceries are well aware that the real inflation is much over 10%. The increments don't match our income, yet certain investors still earn over $365,000 in stocks and assets. Wish I could accomplish that*"
Apr,CNBC,"This year, China's economy is expanding by 5 percent, solidifying its position as the world's second-largest economy. Notably, it's undergoing a significant transition from traditional manufacturing to a focus on high-quality growth. Moreover, factories are increasingly adopting automation technologies, marking a pivotal shift in production methods."
Apr,CNBC,"Why are we worried about the collapse of China's economy. Should we worry more about our $35T debt crisis, homelessness, aging infrastructures, out-of-control crimes, extreme climate changes, border crisis, unaffordability of healthcare and housing, social security insolvency, student debt crisis, gun violence, and many more?"
Apr,CNBC,"Nice job CNBC to provider job to social commentator in China. You have provided tremendous, tremendous, tremendous support to the Chinese Job Market."
Apr,CNBC,"Loyalty to companies has never been a good investment. Go back in history, and you'll see how employees keep failing for the same scam for decades. The rhetoric is always the same: ""X yrs being loyal to this company, and they didn't even think twice when they laid me off."" Stop being shy or fearful about asking for more money or benefits when they need you; bc when they don't, you'll be gone."
Apr,CNBC,"All the while, these companies are seeing higher stocks and profitable quarters. All the work their employees put in to help the company grow only to get laid off after. I’ve been in tech for over seven years and have lost the desire to go back. Now, I work three part time jobs in an industry I love and am starting two new businesses this year."
Apr,CNBC,"Laying off AWS staff is wild considering how brutal cloud computing billing is, most companies run on the cloud, and AWS is a huge part of that market share. That was more obviously for the share price than all the other layoffs..."
Apr,CNBC,"The thing about it is working for the bigger companies will always be a gamble. They pay well so you can work, make your money and if you’re smart you will save/invest while working. Meanwhile the skillset is valuable regardless even if you go work at a start up, create your own company or go work in a different industry utilizing the same skillsets. Your skillsets are transferrable so hone those skills and keep moving forward. Don’t get caught up in the hype of working for the big tech companies. You will find work elsewhere regardless."
Apr,Bloomberg,"This was such an epic adventure! I’m so grateful to the people we met from Colombia to Mexico, and in awe of the talent on the set of 100 Years of Solitude. Are you excited to watch the real thing? I’d love to hear your thoughts on Netflix’s strategy to win Latin America."
Apr,Bloomberg,"I was considering quit Netflix, but now I will wait to watch all those productions. As a Colombian, I have to recognize that they are making a huge effort."
Apr,Bloomberg,"The success of Netflix is ​​that most of its content can be seen in multiple languages, thus breaking the language barrier."
Apr,Bloomberg,"La ventaja que tiene Netflix en nuestra región es que somos países muy parecidos y a pesar de nuestras pequeñas riñas especialmente en redes sociales, nos apoyamos los unos a los otros. El contenido mexicano gusta a un peruano, el colombiano a un panameño, y así con todos. Siempre teniendo en cuenta gustos específicos. Por ejemplo a mí series de el narc0 no me gustan (no me gusta esa temática), pero el resto de series de mi región me gustan mucho."
Apr,Bloomberg,"As a brazilian Netflix consumer I enjoy it, Netflix made in few years more for the brazilian cinema and culture (with Invisible City and Bionics now for example) that Globo and brazilian cinema producers made in decades! Ps. As a suggestion Netflix could streaming the brazilian movie ""Jorge da Capadocia"" about St. George!"
Apr,Bloomberg,Thank you Netflix. Great journalism! And Colombia!!!
Apr,Bloomberg,"The sneaky underreported Netflix strategy is overwhelming ""youngish"" directors will large sums of money to do their magnum opus. Film budgets are way smaller in other countries. Netflix will plunk down 2-3x a healthy film budget and let these directors do a long series. The Squid Game guy got $15-20M to do his series. Dude had been thinking about that series for 10 years. And, the average film budget in Korea is <$5M. Never would have gotten the funding. Plus, Netflix doesn't interfere in the content or direction. They just worry about the budget."
Apr,Bloomberg,Congrats Emily...for you is the best marketing for Netflix! I hope they (Netflix) think the same.
Apr,Bloomberg,"Ready to be cast for projects in Costa Rica!! Please Netflix casting, lets work together"
Apr,Bloomberg,"Excellent idea, I agree with the locals here, Latin America has so much talent, they just need to be guided the correct way, they are humble and hard workers when the motivation is there. I can't wait for the next round of specials, football, baseball, women's beauty, nature, farming, and more and more, everybody wins, keep it up Netflix, I may join in some way or another in the short future."
Apr,Bloomberg,"If Netflix really wants more views, do Central America 🇬🇹🇭🇳🇧🇿🇨🇷🇳🇮🇵🇦🇸🇻. It's always México or Colombia...."
Apr,Bloomberg,"Betting on Argentina is a great choice. The 2000s proved that Argentinian soap operas are very popular. I don't know why they faded off in the 2010s, but there is undoubtedly a ton of potential there, especially with teen shows made by Chris Morena. If I was netflix I would have that woman on a permanent contract just making one series after another."
Apr,Bloomberg,As a Colombian I say to the world… please read the book first! And I really hope Netflix do respect the Majestic power of Cien Años de Soledad.
Apr,Wall Street Journal,"I like how what the interviewed person is saying barely correlates with the graphs shown in the video. I mean, come on, he says persuadables dont care about immigration and care a lot about the economy ,even though immigration is the top issue for like 20% of the people in that group, and the economy is barely 5 percentage points higher."
Apr,Wall Street Journal,Economy focused 3rd group... finally
Apr,Wall Street Journal,"One issue I rarely see addressed is public universities that get vast amounts of federal government dollars refusing admission to Americans while admitting foreigners. I have no issue educating foreigners in our taxpayer-funded public universities but not when they're being admitted in place of extremely qualified American students. I never realized this was an issue until my son and his friends got rejected by pretty much every major public university outside our home state despite them all having about the best credentials you can hope to have - 1500+ SAT, 35+ ACT, 4s and 5s on a dozen AP exams, community leadership with demonstrated effect, nationally competitive in sports, music, drama, etc. Kids with these credentials were almost universally rejected by public universities outside our home state. At best a few got waitlisted. Public universities literally across the United States told these kids they aren't college material, telling them all that they consider ""holistic"" approaches to admissions. Well, whose definition of ""holistic"" includes them? None of the admissions offices answered that question. I'm still in disbelief at this outcome, and I'm not alone."
Apr,Wall Street Journal,Universities should become publicly listed corporations and enter the stock market through IPO and let's see what happens to their balance sheets if they are forced to face market forces.
Apr,Wall Street Journal,The higher education system needs to contract and should be forced to face market forces. There are too many colleges and universities producing too many unviable degrees.
Apr,Wall Street Journal,"Too many students graduate from top universities with crushing debt but without a marketable degree. It’s reassuring to know that these universities are financially prudent. Unfortunately, they often fail to help impulsive 18-year-olds understand that university is not merely a four-year journey of self-discovery; it’s an investment in their future. As the saying goes, ‘If the business model isn’t broken, don’t fix it'"
Apr,Wall Street Journal,"based on shown pie charts, it looks like UC has no endowment at all and relies heavily on revenues from health services. No wonder why Healthcare is so expensive there. Other point: Columbia univ announced massive cuts in researchs and program spendings a few days after federal gov decided funding cuts, we are wondering why they don't use the massive endownment to face those cuts. From the european perspective, it appears that US colleges are largely inefficient."
Apr,Wall Street Journal,"Right now, we stand at a crossroad of possibilities in the market where the boundaries on what we can achieve is not just dictated by the Fed, or the world around us(war, inflation). There's always going to be recession for some people while others amass wealth, think about it."
Apr,Wall Street Journal,"Opinions on the market diverge; some claim overvaluation due to rapid gains, while others cite strong economic fundamentals justifying high valuations. Raises concern for my $600K equities going 8% up and 20% down. Should i hold on or sell off my positions and hold cash?"
Apr,Wall Street Journal,"Wall Street pitched so-called quality stocks with high profitability and low debt, as a kind of insurance against whatever the economy might throw at you. Quality stocks have underperformed the S&P500 this year, My $400k portfolio is down by approximately 20 %, any recommendations to scale up my ROI before retirement will be highly appreciated."
Apr,Wall Street Journal,"The current market/economy is unnecessarily tougher for boomers/senior citizens, I’m used to just buying and holding assets which doesn’t seem applicable to the current rollercoaster market plus inflation is catching up with my portfolio. I’m really worried about survival after retirement."
Apr,Wall Street Journal,"Retirement is now more difficult than it was in the past. I've been saving for a long time instead of investing, and right now I only have about $516k. I'm not sure how to make it grow, considering all the inflation, into something substantial that I might use for retirement. I just here for ideas."
Apr,Wall Street Journal,"Market declines, soaring inflation, a significant increase in interest rates by the Fed, and rising Treasury yields all point to additional losses for portfolios this quarter. How can I profit from the present market turbulence? I'm still debating whether to sell my $125,000 ETF/Growth Stock portfolio."
Apr,Wall Street Journal,"The only American who won't acknowledge this Administration's failed economic policies is Joe Biden. ""Shrink-flation' is the least of our worries compared to rising rents and stagnant wages, but it is an undeniable indicator of how bad our inflation has gotten. I have $100k that i like to invest in a non-retirement account, any advice on that?"
Apr,Wall Street Journal,It's like some stocks are flying under the radar despite their potential. It makes you wonder when the market will catch on to their true value. how can I invest $100K smartly to secure my future?
Apr,Wall Street Journal,"If you analyse it, all his answers only lead to 1 thing, better economy = good for the bank"
Apr,Wall Street Journal,Economic investigator Frank G Melbourne Australia is following this informative content cheers Frank 😊
Apr,Wall Street Journal,"The marketing of thing is always so smart than AI😂😂😂, always to be number one😂😂😂😂😷"
Apr,Wall Street Journal,"In light of the ongoing global economic crisis, it is crucial for everyone to prioritize investing in diverse sources of income that are not reliant on the government. This includes exploring opportunities in stocks, gold, silver, and digital currencies. Despite the challenging economic situation, it remains a favorable time to consider these investments."
Apr,Wall Street Journal,"Our economy struggling with uncertainties, housing issues, foreclosures, global fluctuations, and pandemic aftermath, causing instability. Rising inflation, sluggish growth, and trade disruptions need urgent attention from all sectors to restore stability and stimulate growth."
Apr,Wall Street Journal,"I think I am with Jamie on this. I foresee a recession lasting 2-3 years, and if inflation continues to surge, the Federal Reserve will likely raise interest rates soon. Inflation is causing various issues worldwide, such as food shortages, scarcities of diesel and heating fuel, and significant spikes in housing prices, leading to a potential financial market crash. This global downturn could have long-lasting repercussions. Given the current inflation rate of approximately 9%, my main worry is how to optimize my savings and retirement fund, which has remained stagnant at around $300,000, yielding almost no gains for quite some time."
Apr,Wall Street Journal,2019: investment year for me - $220K in raw profits 2024 alone: $170K so far in profits The constant: Algorithmic trading Doesn’t matter who the president is! Only your strategy matters.
Apr,Wall Street Journal,"The problem is that consumers out in the job market DO have options, but wages have stagnated. In simple words: jobs have increased, but not wages. It is very misleading. Their purchasing power isn’t the same as before. This is rubbish"
Apr,Wall Street Journal,"This same guy said bitcoin was a scam, and he buys millions worth of it. How can anyone trust what he says."
Apr,Wall Street Journal,In 1960 the US economy was far and away the largest the world had ever seen with very little debt. Today it’s barely 25% with Massive Debts and Deficits!!!!!! If my household was like that it would cease to exist!!!!! Nice Ad for JP Morgan Chase!
Apr,Wall Street Journal,I would argue with Jamie Dimon’s opinion about Americans financial health as surging taxes along with insurance costs are crippling most Americans and then we have basic inflation of goods & services that are adding to the pain. When Americans don’t have the finances for basic needs it’s not likely they will have discretionary funds to keep the economy rolling.
May,CNBC,This is a fantastic rundown of the bull macro thesis - thank you! bookmarked 👍
May,CNBC,"The reason no one wants to invest is just history. The largest mining company in copper was originally Anaconda, and in the early 1970's both Chile and Mexico took the mines for free, bankrupting Anaconda. When people see huge companies get destroyed like that, they tend not to put up their money."
May,CNBC,"As much as Zambia 🇿🇲 is the 9th producer of copper in the world, it has the potential to even produce more copper because of small/large scale mines that aren't being utilised because as we all know, Mining is capital intensive and very few people here are able to venture into mining full time so they only hold on to their mining licences and that's it.. But investors are welcome to invest in our country because of stability and peace in our country as well as the government is doing its best to attract investors"
May,CNBC,"The Philippines is the biggest copper producer in Southeast Asia and 15th in the world. I hope my country can develop more. Just last month, an Australian mining company was granted 25 years mining contract in PH to explore and export copper with US$1.5 Billion investment."
May,CNBC,"copper is also in high demand because of the Ukranian war, they are main components for bullets and artilery shells"
May,CNBC,I’m so glad I invested in some copper 4 yrs ago 🎉 👏🏻 very good research 🔬
May,CNBC,Impressive to see the Toyota Tacoma maintaining its top spot in such a competitive market! 🚚 Consistency in meeting customer needs and maintaining a reputation for reliability truly sets it apart.
May,CNBC,"I want a new Trail Hunter. It’s a Toyota so you know it’s reliable. It’s a Tacoma so it has a MASSIVE after market option. It has a history of being the #1 mid size truck , plus it looks cool."
May,CNBC,"I think it's very simple how Tacoma became the bestselling mid-size. In 2005 Dodge dropped the ball and priced the Dakota 50% higher than it should have been. As a result, potential buyers went with the more capable Ram 1500 or moved over to the cheaper Tacoma. Rather than correcting the error, Dodge left the market after its bankruptcy in 2008."
May,CNBC,"The Tacoma has been my desired vehicle for some time, although I do not have one. I already know how Toyota took on America's pickups. It appeals to people like me, who don't really want a pickup. Dudes whose lives would be much easier if they had a truck like, once a month. The newer Tacomas are quite large but for a long time it was the lone occupant in the medium-sized truck market. All trucks now are so big though that they're still mid-sized. And of course, well before the vehicle market went nuts, I also noticed how 20 year old Tacomas were still selling for a lot of money. There were no other used vehicles that were that old with that many miles that were commanding anywhere near that in price. At that point, for me to some extent, whether it has earned the reputation. isirrelevant, the reputation is there and it should expect to command a good price upon sale."
May,CNBC,"Ford certainly didn't do themselves any favors by foolishly taking the Ranger off the market for a decade or so leaving the mid-size truck market... and the other Domestic brands only sort of half-assed their mid-size trucks during that period. Luckily Ford came to their senses and brought the Ranger back a few years ago, but they lost a lot of ground during that period, especially with fleet vehicles and have a long way to be competitive with the Tacoma."
May,CNBC,"Are they really coming back. I looked at the top lines stocks, some have done well in the last year, but others haven't."
May,Bloomberg,"I love the National Guard and as a Mexican we trust in our government, we just have a huge cancer of corruption that little by little needs to be dealt with. When the Nat Guard is near my house, they are very professional and friendly. I wish I could say the same of the now no longer Federal Police."
May,Bloomberg,National guard weapon seizures: 2814 > federal police weapon seizures: 2440 why is the bar significantly smaller on the graph?
May,Bloomberg,The politian thats in this video was in human rights in mexico when the 43 students where killed and he didnt do nothing in his power to help resolve or investigate because one of his party was involved that in the killings
May,Bloomberg,90% of my TV viewing is Chromecast YouTube videos. Then Netflix and a bit of Amazon Prime.
